accuracy	loss	val_accuracy	val_loss
0.9007666707038879	0.3314123749732971	0.9581999778747559	0.14032042026519775
0.9596166610717773	0.132313072681427	0.9695000052452087	0.1004505529999733
0.9686999917030334	0.10217012465000153	0.9718000292778015	0.08993268758058548
0.972766637802124	0.08580560982227325	0.9732000231742859	0.0863514393568039
0.9764833450317383	0.07613712549209595	0.9772999882698059	0.07490868866443634
